OTUID,Kingdom,Phylum,Class,Order,Family,Genus,Species
4af335311c2f46b0af4f474487c99b6f,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-22,Dino-Group-II-Clade-22_X,Dino-Group-II-Clade-22_X_sp.
767f40277de903f9111f2fd92e2b0dbd,Eukaryota,Obazoa_Opisthokonta_Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,,
9661582b38e1cf1ba0172eee55ef72e0,Eukaryota,TSAR_Alveolata_Dinoflagellata,,,,,
004a7618c04c73b39dde3fdf7a520bf0,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium_abei
f0f4435848ca3dd90d0ed16987d4e6ca,Eukaryota,TSAR_Stramenopiles_Bigyra,Opalozoa,Nanomonadea,MAST-3,MAST-3J,MAST-3J_sp.
039f2ea5706adcce2c2d088d5e0d917f,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.
79e763c69a3eacf9fba01093c754d98e,Eukaryota,TSAR_Rhizaria_Radiolaria,Polycystinea,Nassellaria,Lophophaenidae,Archiperidium,Archiperidium_hexacanthum
8d632a17d0132ec2f87ee8c46bbf8a59,Eukaryota,Excavata_Discoba_Euglenozoa,Kinetoplastea,Kinetoplastea_X,Kinetoplastea_XX,Kinetoplastea_XX_MET6,Kinetoplastea_XX_MET6_sp.
b0cea51b44999029f30de6e794e1eda0,Eukaryota,Excavata_Discoba_Euglenozoa,Kinetoplastea,Kinetoplastea_X,Kinetoplastea_XX,Kinetoplastea_XX_MET1,Kinetoplastea_XX_MET1_sp.
c8314927a4fe4c87ad1c25f67ae8e590,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11_X_sp.
f0acc9609a798ed0c60d3222ead86342,Eukaryota,TSAR_Stramenopiles_Gyrista,Mediophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,
b1d75af575dc3526812905cb740c8b68,Eukaryota,Obazoa_Opisthokonta_Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Dothidea,
0e8fdf000a59b12e5b7b56f0ad04f36d,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11_X_sp.
147af8e44b62dc1fbbd086716a22a57a,Eukaryota,TSAR_Rhizaria_Radiolaria,Polycystinea,Spumellaria,Pyloniidae,,
2c6cb544266828e758bb2f518bb360d6,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.
5a34d3577e74df2d533bf61d754d94cd,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-7,Dino-Group-II-Clade-7_X,Dino-Group-II-Clade-7_X_sp.
c20c229ff9049e875fd6d5f22f8ffe82,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyta_X,Dinophyta_XX,Dinophyta_XXX,Dinophyta_XXXX,Dinophyta_XXXX_sp.
0ed61f1f967a945e9d266b39acb70d87,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11_X_sp.
130145d9e535157640c55fb61a8c6e80,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,,,,
3255408927911c211aa8e065c7625dea,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.
3c6f5b096b6c8b61113b182ed5f4cb79,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.
802d6d608fb1de99fc9621867ae5b324,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-IV,Dino-Group-IV-Hematodinium-Group,Hematodinium,Hematodinium_sp.
8f4355226694349ba872a32c04b76f2d,Eukaryota,Excavata_Discoba_Euglenozoa,Kinetoplastea,Kinetoplastea_X,Kinetoplastea_XX,Kinetoplastea_XXX,Kinetoplastea_XXX_sp.
9496d2fc5607f271129e75d648a13082,Eukaryota,Excavata_Discoba_Discoba_X,Heterolobosea,Tetramitia_III,Tulamoebidae,Tulamoeba,Tulamoeba_peronaphora
eaff7c664f3bbade617c5782dec406f2,Eukaryota,TSAR_Rhizaria_Radiolaria,Acantharea,Acantharea_F,Acantharea_F3,Acanthometra,Acanthometra_sp.
fec030eedb3111ca23e22df372ebe334,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Peridiniales,Podolampadaceae,Podolampas,Podolampas_palmipes
25395a04168d7a0c8557e1aeb73f94e7,Eukaryota,TSAR_Alveolata_Dinoflagellata,,,,,
2fbeced2b5d959252ef7da5578825b6a,Eukaryota,TSAR_Stramenopiles_Bigyra,Opalozoa,Nanomonadea,MAST-3,MAST-3C,MAST-3C_sp.
380979bf1d5237d8e4058a95067b7dec,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Peridiniales,Blastodiniaceae,Blastodinium,Blastodinium_sp.
50a489398fb1e616294045a659992e61,Eukaryota,TSAR_Telonemia_Telonemia_X,Telonemia_XX,Telonemia_XXX,Telonemia-Group-2,Telonemia-Group-2_X,Telonemia-Group-2_X_sp.
d1f897da0c9a0e476651e117b214d302,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Akashiwo,Akashiwo_sanguinea
98b46bfb8fb289aa65ef54c4170589a4,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-32,Dino-Group-II-Clade-32_X,Dino-Group-II-Clade-32_X_sp.
0ad1c4f86903cc0975f94071a4faed8f,Eukaryota,TSAR_Rhizaria_Radiolaria,Acantharea,Acantharea_A,Acantharea_A_X,Acanthoplegma,Acanthoplegma_sp.
ca61d991e63185993f36994f10f58ea7,Eukaryota,Haptista_Haptophyta_Haptophyta_X,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina_sp.
913cd00096d1eceb3c667003298090b8,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11_X_sp.
9555742cc564164cf51b85a046a978b2,Eukaryota,TSAR_Rhizaria_Radiolaria,Acantharea,Acantharea_2,Acantharea_2b,Acantharea_2b_X,Acantharea_2b_X_sp.
abab12d9a96e96b313324973f3ad241f,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Peridiniales,Thoracosphaeraceae,Scrippsiella,
278ef5c8a8cb9d26a1600d880e51c532,Eukaryota,TSAR_Alveolata_Ciliophora,Spirotrichea,Choreotrichida-Tintinnina,Tintinnidae,Tintinnidae_X,Tintinnidae_X_sp.
2834af2f61f1941d7d1fcc17d85c963b,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Suessiales,Suessiaceae,,
bc4513588f837898fe691f16c76118c6,Eukaryota,Obazoa_Opisthokonta_Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Ochroconis,Ochroconis_musae
f42fe6debb5ae492a7d49016f61c35d6,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1_X_sp.
015c357a3bedeb4543b20875e2564269,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Peridiniales,Blastodiniaceae,Blastodinium,
82e260a2e5de1fc91a3dbe3d64edcf81,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1_X_sp.
c7e71ea1ca3076f8b600222a5d600564,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.
c91ee8997a2df60112373aa8570ed853,Eukaryota,TSAR_Alveolata_Ciliophora,CONThreeP,CONThreeP_X,Discotrichidae,NASSO_1,NASSO_1_sp.
582c2d6ad452d65a6761752ba4ab9cf3,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5_X_sp.
a9aa082e2ea3d8d3436abb88dc82b546,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1_X_sp.
c72abb6b1f93f21725459609d9c1abab,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.
eb661bb560c596cb21c176c0ad54d5ef,Eukaryota,Archaeplastida_Chlorophyta_Chlorophyta_X,Pyramimonadophyceae,Pyramimonadales,Pterospermaceae,Pterosperma,Pterosperma_cristatum
2007355bef78200fd81222649ff92236,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-21,Dino-Group-II-Clade-21_X,Dino-Group-II-Clade-21_X_sp.
3dac143d460e1920155d8fbf68ba3cf6,Eukaryota,TSAR_Rhizaria_Radiolaria,Polycystinea,Nassellaria,Cannobotryidae,Cannobotryidae_X,Cannobotryidae_X_sp.
80f832cf226d6204d437cd1535d9daba,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1_X_sp.
12cad7c000da4b7180d3cc703792bf26,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Paragymnodinium,Paragymnodinium_shiwhaense
23a5d781c6fb75458780454487e1ccb6,Eukaryota,TSAR_Rhizaria_Radiolaria,Acantharea,Acantharea_B,Acantharea_B1,Acanthochiasma,Acanthochiasma_sp.
292241c054f45269d1644c1e35be5ddb,Eukaryota,Obazoa_Opisthokonta_Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,,
2f95fc529070a9f4a25c4d6bf16591e7,Eukaryota,TSAR_Alveolata_Ciliophora,Oligohymenophorea,Apostomatia,Pseudocolliniidae,Fusiforma,Fusiforma_themisticola
bb2a47b60d3aa3b5547f38fa08b9e3f8,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Peridiniales,,,
0e9f8bc7b94ff75348c734bc9098d0a8,Eukaryota,TSAR_Alveolata_Dinoflagellata,,,,,
4e42f9bf066c4b87df31133443eada59,Eukaryota,TSAR_Stramenopiles_Gyrista,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,
9f9dc5fc0f1617c8a615202626e66ecc,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Peridiniales,Thoracosphaeraceae,Thoracosphaera,Thoracosphaera_heimii
104ad25a7e118397d57743f122efe64f,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-V,Dino-Group-V_X,Dino-Group-V_XX,Dino-Group-V_XX_sp.
229f16598841f9e8a31524357d084267,Eukaryota,Obazoa_Opisthokonta_Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,
60e529508380f2554ca04499cbafe348,Eukaryota,TSAR_Stramenopiles_Gyrista,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,
fe9c4a7ead7c8d3c3613a85547e1a2d6,Eukaryota,Haptista_Haptophyta_Haptophyta_X,Prymnesiophyceae,Prymnesiophyceae_X,Braarudosphaeraceae,Braarudosphaeraceae_X,Braarudosphaeraceae_X_sp.
08990de27f75d84df5cce1f4c1ca2210,Eukaryota,TSAR_Alveolata_Ciliophora,CONThreeP,CONThreeP_X,Discotrichidae,NASSO_1,NASSO_1_sp.
5f41b4890f2fb826cb98ecd109ce3dec,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum_sp.
670abc98a390f06237319d0396d3f3c8,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-21,Dino-Group-II-Clade-21_X,Dino-Group-II-Clade-21_X_sp.
da039c70db0c919ea07245f11e639388,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,,,,
2137cc2cae7b1fd55eef61db608d8179,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Peridiniales,Kryptoperidiniaceae,Blixaea,Blixaea_quinquecornis
340596a9cd902838af6a9a0e0679b5e6,Eukaryota,Haptista_Haptophyta_Haptophyta_X,Prymnesiophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,
64c93c2481e6b7c20a3edc2fa6f12220,Eukaryota,TSAR_Alveolata_Ciliophora,Oligohymenophorea,Apostomatia,Opalinopsidae,Chromidina,Chromidina_sp.
6c468b67f47a204ed9841c4508a0eb52,Eukaryota,TSAR_Rhizaria_Radiolaria,Polycystinea,Spumellaria,Lithelidae,Trilobatum,Trilobatum_aff_acuferum
ca650e127fd4a85559d6b87537306f70,Eukaryota,TSAR_Alveolata_Ciliophora,Oligohymenophorea,OLIGO5,OLIGO5_X,OLIGO5_XX,OLIGO5_XX_sp.
673a60ad22daa393e6654b56f48998c9,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.
fdbf7489e4f157716e7434327c8c1bea,Eukaryota,TSAR_Rhizaria_Cercozoa,Chlorarachniophyceae,Chlorarachniophyceae_X,LC104-lineage,LC104-lineage_X,LC104-lineage_X_sp.
4c53d4021df5cd1f62c5422f7e2d84bd,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-IV,Dino-Group-IV-Syndinium-Group,Syndinium,Syndinium_turbo
19a887af46df4664ac8b42b6cfe238d7,Eukaryota,TSAR_Rhizaria_Radiolaria,Polycystinea,Nassellaria,Triospyrididae,Ceratospyris,Ceratospyris_hyperborea
3caafd727e998d374e32c109ee10eab4,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium_divergens
9761ca5ad4f674ec3f67a5e923e8f1a6,Eukaryota,TSAR_Alveolata_Ciliophora,Oligohymenophorea,Apostomatia,Apostomatia_X,Apostomatia_XX,Apostomatia_XX_sp.
cc7bd133a94a4af6eb2ab82ed212b8d3,Eukaryota,TSAR_Alveolata_Ciliophora,Spirotrichea,Choreotrichida-Tintinnina,Ptychocylididae,Cymatocylis,
d763c12347ed48f7f3a6c684bbd29f8a,Eukaryota,TSAR_Alveolata_Ciliophora,Spirotrichea,Choreotrichida,Choreotrichida_X,Choreotrichida_XX,Choreotrichida_XX_sp.
e49ec5984d83cf930912aa678d43afb1,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,,,,
1a3b94da1e4544affafd96db45497850,Eukaryota,Obazoa_Opisthokonta_Fungi,Basidiomycota,Agaricomycotina,Tremellomycetes,,
2cb0a6e9c24481b8eb2d68629d1a9272,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1_X_sp.
056ac5724b0da02aedd91e22d85aabd5,Eukaryota,TSAR_Rhizaria_Radiolaria,RAD-C,RAD-C_X,RAD-C_Xa,RAD-C_Xa_X,RAD-C_Xa_X_sp.
2b5c24094f457abb1dd31006a4d23926,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-4,,
94b633554c69f58d13b16a51f8b11cce,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-IV,Dino-Group-IV-Hematodinium-Group,Hematodinium,Hematodinium_sp.
be03396a5b7bff8ccc5a9d1860a2b7ca,Eukaryota,TSAR_Stramenopiles_Gyrista,Pelagophyceae,Sarcinochrysidales,Sarcinochrysidaceae,,
ca7113ffe59fe83350c842fd7f2b14dd,Eukaryota,Amoebozoa_Discosea_Discosea_X,Flabellinia,Dactylopodida,Paramoebidae,,
23a192474208576f19e76f146d8f0a43,Eukaryota,Archaeplastida_Chlorophyta_Chlorophyta_X,Mamiellophyceae,Mamiellales,Bathycoccaceae,Ostreococcus,Ostreococcus_clade_B
452428fa26b7722c7cb1f00698b1f035,Eukaryota,TSAR_Alveolata_Ciliophora,Spirotrichea,Choreotrichida-Tintinnina,Tintinnidae,Tintinnidae_X,Tintinnidae_X_sp.
adaa406edecc783a452043c3c075e22e,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.
dc03602acf999d2a3caf8f4ee5a38cd9,Eukaryota,Obazoa_Opisthokonta_Choanoflagellata,Choanoflagellatea,Acanthoecida,Stephanoecidae_Group_I,Stephanoecidae_Group_I_X,Stephanoecidae_Group_I_X_sp.
2a905a42c3ecc4410513e07799dd3d2a,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,,,,
86569cbc8df6074f65a92315dbf9eec2,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,,,,
b217aac1e0f328c2275b12e34eb20324,Eukaryota,Haptista_Haptophyta_Haptophyta_X,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,,
4cacb8be7e0852a9f862fe2860e9c788,Eukaryota,TSAR_Alveolata_Ciliophora,Spirotrichea,Choreotrichida-Tintinnina,Cyttarocylididae,Cyttarocylis,
e2378990a037eaed7b0ad4a67e79907a,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1_X_sp.
21819a29278459f625439550bb78cc62,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium_sp.
82341c666e6113a01d2f851a86758ede,Eukaryota,TSAR_Stramenopiles_Gyrista,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_minutissimum
cc6b7ee491a8b50013cfc511b4ffd89a,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-V,Dino-Group-V_X,Dino-Group-V_XX,Dino-Group-V_XX_sp.
e92f1ab7afff85b75299937a33ebe9cd,Eukaryota,TSAR_Alveolata_Ciliophora,CONThreeP,CONThreeP_X,CONThreeP_XX,Askenasia,Askenasia_sp.
290214468dccba9b62ee25e02ab25b1d,Eukaryota,Obazoa_Opisthokonta_Choanoflagellata,Choanoflagellatea,Craspedida,Monosigidae_Group_B,Monosigidae_Group_B_X,Monosigidae_Group_B_X_sp.
5c290582476257c31c80da3d026d473b,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,
5f5027ac5f54f302555c31fe6f7bb2ef,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-22,Dino-Group-II-Clade-22_X,Dino-Group-II-Clade-22_X_sp.
ac1690cf239964b361749768ff8ef7e2,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-44,Dino-Group-II-Clade-44_X,Dino-Group-II-Clade-44_X_sp.
5aca6c6e640d98b645a971415b2049c9,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.
bf87ce530a364b78ae35b5d5c35e2828,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11_X_sp.
38019e3ea5805d00e5effb3158c86d5e,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11_X_sp.
3f614155d17ca60cdf73be585404730c,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,Dino-Group-II-Clade-6_X_sp.
4a15636d1c7563fdfc6bd77ed1241949,Eukaryota,TSAR_Stramenopiles_Gyrista,Bacillariophyceae,Achnanthales,Achnanthaceae,Achnanthes,
5b46f6f24e821df4f536458e232b4826,Eukaryota,TSAR_Telonemia_Telonemia_X,Telonemia_XX,Telonemia_XXX,Telonemia-Group-2,Telonemia-Group-2_X,Telonemia-Group-2_X_sp.
957e540724ea931ed13ff87498129953,Eukaryota,Excavata_Discoba_Euglenozoa,Diplonemea,Diplonemida,Eupelagonemidae,Eupelagonemidae_X,Eupelagonemidae_X_sp.
ffba4be6f9524fe05b30e1867d581063,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-14,Dino-Group-II-Clade-14_X,Dino-Group-II-Clade-14_X_sp.
39319ef82fc508cfe8b7052ed8f47ba5,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.
3b1f67a291d1b797da47f8e2b9ad71c5,Eukaryota,TSAR_Stramenopiles_Bigyra,Opalozoa,Nanomonadea,MAST-3,MAST-3I,MAST-3I_sp.
6c962b304f9f2971dfd528b9f3e8bf34,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium_ostenfeldii
87d9ced9c41f20a5b5e95cb47838bd21,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1_X_sp.
36e47b167330ca2ca3ea6bf222faa2cb,Eukaryota,TSAR_Rhizaria_Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Paracercomonadidae,Paracercomonas,Paracercomonas_sp.
3e1f00cd51cdef6d32d18b6fa0e9f5cd,Eukaryota,TSAR_Stramenopiles_Bigyra,Bicoecea,Borokales,Borokaceae,Borokaceae_X,Borokaceae_X_sp.
78f88bea501670b3f80c8662721a4d5a,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1_X_sp.
d4ef81067f7589b5a24f27aea198c94e,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1_X_sp.
e44242bc533b3d53399e51dca69ff608,Eukaryota,Archaeplastida_Chlorophyta_Chlorophyta_X,Trebouxiophyceae,Chlorellales,Chlorellales_X,,
c1fd610875b599e1ee292d9ac6ee6649,Eukaryota,TSAR_Alveolata_Ciliophora,CONThreeP,CONThreeP_X,Discotrichidae,NASSO_1,NASSO_1_sp.
ab519dcc758ee5be9683e5b44f65758c,Eukaryota,Archaeplastida_Prasinodermophyta_Prasinodermophyta_X,Prasinodermophyceae,Prasinodermales,Prasinodermaceae,Prasinodermaceae_X,Prasinodermaceae_X_sp.
b8d559134fbb255cfaf59246198ac78c,Eukaryota,TSAR_Alveolata_Ciliophora,Spirotrichea,Oligotrichida,Strombidiidae,Strombidiidae_X,Strombidiidae_X_sp.
4af76f69f0a609894271b6b65998d6a9,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,,,,
4d63fc50b6606335f48ed13c52349df5,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,,,
57f79b07760954f5cae1cb4d74d6ec3c,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.
8214c5cbf69994499660b741b5d80627,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.
a9c855931edf3295b4465b8cac7bebc3,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,Dino-Group-II-Clade-6_X_sp.
d725f9a40b4586c5db4922352ab0c9ac,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-12,Dino-Group-II-Clade-12_X,Dino-Group-II-Clade-12_X_sp.
db22a71fbce0c37ed91de4deb69ae435,Eukaryota,TSAR_Rhizaria_Radiolaria,Polycystinea,Nassellaria,Lophophaenidae,Lithomelissa,Lithomelissa_setosa
4d407b7fe5f8f4ff4242130d1b000fae,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Gonyaulacales,Pyrophacaceae,Fragilidium,Fragilidium_mexicanum
53250147f52d82fc0205af5e5b93c9d3,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,Dino-Group-II-Clade-6_X_sp.
65c2f54fe47589b86b5ce06eeee746c9,Eukaryota,TSAR_Alveolata_Dinoflagellata,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium_ostenfeldii
aa07d60a4732ad36c80647ef7ba22104,Eukaryota,Archaeplastida_Streptophyta_Streptophyta_X,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Fallopia,Fallopia_multiflora
3b8e936dd56ff589f7c6f0bb42ed4f8b,Eukaryota,Obazoa_Opisthokonta_Fungi,Ascomycota,Saccharomycotina,Saccharomycetales,Pichia,Pichia_kluyveri
c374b7efbce0d1069bc76d3741a568e6,Eukaryota,TSAR_Alveolata_Apicomplexa,Gregarinomorphea,Eugregarinorida,Eugregarinorida_EUG1,Eugregarinorida_EUG1_X,Eugregarinorida_EUG1_X_sp.
03ba042bc1685991c565aa5c45724711,Eukaryota,Obazoa_Opisthokonta_Fungi,Ascomycota,Saccharomycotina,Saccharomycetales,Pichia,Pichia_membranifaciens
423107e528f105c5192066b7cd4054a8,Eukaryota,Obazoa_Opisthokonta_Fungi,Ascomycota,Saccharomycotina,Saccharomycetales,Pichia,
972c33c630bb56128cfb0ce8cf997111,Eukaryota,TSAR_Alveolata_Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I_X,Dino-Group-I_XX,Dino-Group-I_XX_sp.
0a80f909e7b0c6be57551c0e014bd323,Eukaryota,TSAR_Rhizaria_Radiolaria,Polycystinea,Spumellaria,Pyloniidae,Pylodiscus,Pylodiscus_spinulosus
